street_address,sale_price,mls_number,County,City,Subdivision,home_type,Floor_Plan,Bedrooms,Full_Baths,Half_Baths,Yr_Blt,Above_Grade_Finished_SF,Above_Grade_Finished_Source,Below_Grade_Finished_SF,Below_Grade_Finished_Source,Lot_Size,District,Fr_Pl,Fireplace,Bsmnt?,Bsmnt,Garage/Parking?,Construct,Arc_Style,Roof_desc,Lot_Desc,Floodpl,City_Limits,Cent air,Heating,Cooling,Water,Sewer,Warranty
"14 Dakota Circle Lake Winnebago, MO 64034",1250000,2159113,Cass,Lake Winnebago,Lake Winnebago,Single Family,Reverse 1.5 Story,5,4,0,2019,2201,Builder,1833,Builder,0.390266299357208,Raymore-Peculiar,1,Great Room,1,"Finished, Walk Out",1,"Stone & Frame, Stucco",Traditional,Composition,"City Lot, Cul-De-Sac, Lake Front",0,1,1,Central Gas,Central Electric,City/Public,City/Public,
"20 Hever Knoll Drive Loch Lloyd, MO 64012",1275000,2043638,Cass,Loch Lloyd,Loch Lloyd,Single Family,Reverse 1.5 Story,4,4,2,2006,3584,,0,,0.5,Belton,1,"Basement, Great Room, Hearth Room, Master Bedroom",1,"Finished, Full, Walk Out",1,"Stone Trim, Stucco",Traditional,Other,"Adjoin Greenspace, Cul-De-Sac, Estate Lot, Treed",0,0,1,"Forced Air Gas, Zoned","Central Electric, Zoned",City/Public,"City/Public, Grinder Pump",
"16415 Turnberry Loch Lloyd, MO 64012",1320944,2179636,Cass,Loch Lloyd,Loch Lloyd,Single Family,Reverse 1.5 Story,4,4,1,1990,2335,Builder,1411,Builder,0.44,Belton,1,"Hearth Room, Other",1,"Finished, Full, Walk Out",1,"Stone Trim, Stucco",Traditional,"Concrete, Tile","Adjoin Golf Course, Cul-De-Sac",0,0,1,"Central Gas, Heat Pump",Central Electric,City/Public,"City/Public, Grinder Pump",
"55 Hever Knoll Loch Lloyd, MO 64012",1350000,2216479,Cass,Loch Lloyd,Loch Lloyd,Single Family,1.5 Stories,4,4,1,2016,4439,Public Record,0,Public Record,0.517699724517906,Belton,1,"Gas, Great Room",1,Daylight,1,"Stone Trim, Stucco",Contemporary,"Metal, Other",Wooded,0,0,1,"Central Electric, Geothermal","Central Electric, Geothermal",City/Public,"City/Public, Grinder Pump",
"16016 St Andrews Court Loch Lloyd, MO 64012",1475000,2222112,Cass,Loch Lloyd,Loch Lloyd,Single Family,Reverse 1.5 Story,5,4,0,2017,2516,Plans,1740,Plans,0.573898071625344,Belton,1,"Basement, Family Room, Gas",1,"Finished, Walk Out",1,"Cedar, Frame",Contemporary,Metal,"Cul-De-Sac, Estate Lot, Lake Front, Level",0,0,1,"Central Electric, Central Gas","Central Electric, Zoned",City/Public,"City/Public, Grinder Pump",
"16114 Carnoustie Lane Loch Lloyd, MO 64012",1678012,2174606,Cass,Loch Lloyd,Loch Lloyd,Single Family,Reverse 1.5 Story,4,4,1,1990,2485,Builder,1653,Builder,0.76,Belton,1,"Basement, Great Room",1,"Finished, Walk Out",1,"Stone Trim, Stucco",Traditional,"Concrete, Tile","Adjoin Golf Course, Cul-De-Sac, Stream(s), Treed",0,0,1,"Central Gas, Zoned",Central Electric,City/Public,"City/Public, Grinder Pump",
"125 Street Of Dreams Loch Lloyd, MO 64012",1725000,2164432,Cass,Loch Lloyd,Loch Lloyd,Single Family,1.5 Stories,5,5,2,2016,5170,Plans,1679,Public Record,2.68999081726354,Belton,1,"Basement, Hearth Room, Master Bedroom, Recreation Room, See Through, Study/Library",1,"Finished, Full, Walk Out",1,Stucco,Traditional,"Concrete, Tile","Acreage, Cul-De-Sac, Estate Lot, Wooded",0,0,1,"Natural Gas, Zoned","Central Electric, Zoned",City/Public,"City/Public, Grinder Pump",
"720 S Washington Street Raymore, MO 64083",326000,2218613,Cass,Raymore,Shadowood,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2018,1220,Builder,1220,Builder,"9,272 - Square Feet",Raymore-Peculiar,Yes,"Gas, Living Room",Yes,"Basement BR, Finished, Full, Walk Out",,"Stone Trim, Stucco & Frame",Traditional,Composition,"City Limits, City Lot",,Yes,Yes,"Forced Air Electric, Natural Gas",Central Electric,City/Public,City/Public,"Builder Warranty, Builder-1 yr"
"517 S Fox Ridge Drive Raymore, MO 64083",329900,2234525,Cass,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",5,3,0,2004,1790,Public Records,897,Public Records,"11,404 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Finished, Sump Pump, Walk Out",,Frame,Traditional,Composition,"Adjoin Greenspace, Sprinkler-In Ground",,Yes,Yes,"Heat Pump, Zoned","Heat Pump, Zoned",City/Public,City/Public,
"13010 E Brockview Lane Peculiar, MO 64078",330000,2241895,Cass,Peculiar,Brock-Mor View,Single Family,"Raised Ranch, Ranch",3,2,0,1986,1256,Public Records,528,Agent,3.22 - Acres,Raymore-Peculiar,No,,Yes,"Concrete, Finished, Walk Up",,All Brick,Traditional,Composition,Acreage,,,Yes,"Central Electric, Heat Pump","Central Electric, Heat Pump",Rural,Septic,
"705 Buckeye Lane Pleasant Hill, MO 64080",332000,2244202,Cass,Pleasant Hill,Hickory Hills,Single Family,California Split,4,3,0,2017,1636,Public Records,777,Public Records,.84 - Acres,Pleasant Hill,Yes,Great Room,Yes,"Concrete, Daylight",,Stone & Frame,Traditional,Composition,Estate Lot,,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,
"719 Indian Grass Way Raymore, MO 64083",335000,2224708,Cass,Raymore,Meadowood of the Good Ranch,Single Family,Reverse 1.5 Story,4,3,1,2006,1789,Public Records,800,Public Records,"9,212 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Basement BR, Concrete, Finished, Sump Pump, Walk Out",,Vinyl Siding,Traditional,Composition,"City Limits, City Lot, Level",,Yes,Yes,"Central Gas, Forced Air Gas",Central Gas,City/Public,City/Public,Seller Provides
"19007 S State Line Road Belton, MO 64012",335000,2218586,Cass,Belton,Other,Single Family,Ranch,5,5,0,1986,3568,Appraiser,0,Other,7 - Acres,Belton,Yes,"Family Room, Living Room, Other, Wood Burn Stove, Wood Burning",Yes,"Inside Entrance, Partial, Slab, Sump Pump",,"Stucco, Synthetic Stucco",Spanish,"Other, Tile","Acreage, Treed",,No,Yes,"Forced Air Gas, Natural Gas",Central Electric,Rural,Septic,
"816 S Sunset Lane Raymore, MO 64083",336000,2242696,Cass,Raymore,Evan Brook,Single Family,"California Split, Front/Back Split",4,3,0,2020,1300,Builder,500,Builder,.33 - Acres,Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Basement BR, Finished, Sump Pump, Walk Out",,"Frame, Stucco",Traditional,Composition,"City Lot, Corner Lot, Level",,,Yes,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,"Builder Warranty, Builder-1 yr"
"1004 Linda Lane Raymore, MO 64083",336000,2233363,Cass,Raymore,Dutchmans Acres,Single Family,Ranch,3,2,0,1977,1600,Owner,0,Owner,3.06 - Acres,Raymore-Peculiar,Yes,"Basement, Great Room, Masonry",Yes,"Full, Stubbed for Bath, Walk Out",,"Brick Trim, Vinyl Siding",Traditional,Composition,"Acreage, Lake Front, Treed",,Yes,Yes,"Central Electric, Heat Pump",Heat Pump,Rural,Septic,
"712 Raven Street Raymore, MO 64083",337000,2236641,Cass,Raymore,Sky Vue Estates,Single Family,1.5 Stories,4,4,1,,2380,Public Records,0,Public Records,1.29 - Acres,Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Full, Inside Entrance, Other",,Brick & Frame,Traditional,Composition,City Limits,,Flood Pl,Yes,"Central Electric, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,
"21325 S Jefferson Parkway Pleasant Hill, MO 64080",337500,2236369,Cass,Pleasant Hill,Country Creek Estates,Single Family,Ranch,3,3,0,2015,1494,Public Records,841,Other,1 - Acres,Pleasant Hill,Yes,Family Room,Yes,"Concrete, Egress Window, Finished",,"Stucco, Wood Siding",,Composition,"Acreage, Adjoin Golf Course, Adjoin Golf Fairway",,,Yes,"Forced Air Electric, Propane Gas",Central Electric,City/Public,"Grinder Pump, SD Lagoon",
"806 Sandpiper Street Raymore, MO 64083",339000,2242612,Cass,Raymore,Sky Vue Estates,Single Family,Ranch,3,2,0,1987,1666,Public Records,0,Public Records,2.5 - Acres,Raymore-Peculiar,Yes,"Family Room, Gas Starter, Great Room, Hearth Room, See Through",Yes,"Concrete, Full, Sump Pump",,Board/Batten,Traditional,Composition,"Acreage, City Limits, Level, Treed",,,Yes,Central Gas,Central Electric,City/Public,City/Public,
"327 SW Seaside Sparrow Street Lee's Summit, MO 64082",340000,2237058,Cass,Lee's Summit,Raintree Lake,Single Family,1.5 Stories,3,2,1,2002,2285,Public Records,0,Other,80x125,Raymore-Peculiar,Yes,Living Room,Yes,"Concrete, Full, Sump Pump",,"Brick Trim, Lap",Traditional,Composition,"City Lot, Sprinkler-In Ground",,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"305 SW Seagull Street Lee's Summit, MO 64082",342000,2233203,Cass,Lee's Summit,Raintree Lake,Single Family,1.5 Stories,5,3,1,1998,2180,Other,824,Other,"9,880 - Square Feet",Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Finished, Full, Walk Out",,"Frame, Wood Siding",Traditional,Composition,"Adjoin Greenspace, Level",,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,Seller Provides
"806 S Foxridge Drive Raymore, MO 64083",346000,2253066,Cass,Raymore,Stonegate,Single Family,1.5 Stories,5,3,1,1999,2486,Builder,803,Agent,.25 - Acres,Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Finished, Sump Pump, Walk Out",,"Brick Veneer, Lap",Traditional,Composition,"Adjoin Greenspace, City Lot, Treed",,Yes,Yes,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,
"814 S Sunset Lane Raymore, MO 64083",346000,2242694,Cass,Raymore,Evan Brook,Single Family,2 Stories,4,2,1,2020,2030,Builder,0,Builder,.25 - Acres,Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Concrete, Egress Window, Full, Sump Pump",,"Frame, Stucco",Traditional,Composition,"City Lot, Level",,,Yes,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,"Builder Warranty, Builder-1 yr"
"1204 SW Waterloo Drive Lee's Summit, MO 64083",347775,2200031,Cass,Lee's Summit,Kensington Farms,Single Family,Reverse 1.5 Story,3,3,0,2019,1601,Builder,800,Builder,"10,739 - Square Feet",Raymore-Peculiar,No,Kitchen,Yes,"Basement BR, Egress Window, Finished, Full, Sump Pump",,"Board/Batten, Stone Veneer",Traditional,Composition,Level,,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"11803 Centennial Street Peculiar, MO 64078",350000,2253142,Cass,Peculiar,Centennial Farms,Single Family,"Raised Ranch, Split Entry",4,3,0,2019,1760,Builder,701,Builder,"11,895 - Square Feet",Raymore-Peculiar,Yes,"Gas Starter, Great Room",Yes,"Basement BR, Egress Window, Finished, Walk Out",,Stone Trim,Traditional,Composition,"City Lot, Level",,,Yes,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,
"917 Doe Drive Raymore, MO 64083",350000,2242917,Cass,Raymore,Whitetail Run,Single Family,"Ranch, Reverse 1.5 Story",4,3,1,2008,1727,Public Records,1120,Public Records,"10,000 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Basement BR, Finished, Full, Sump Pump, Walk Out",,"Lap, Stucco",Traditional,Composition,City Lot,,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"825 Trailway Drive Raymore, MO 64083",350000,2242735,Cass,Raymore,Stonegate of the Good Ranch,Single Family,California Split,4,3,0,2001,1992,Public Records,1389,Public Records,"10,375 - Square Feet",Raymore-Peculiar,Yes,"Family Room, Other, Recreation Room",Yes,"Finished, Full, Walk Out",,Brick & Frame,Traditional,Composition,,,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"1116 W Hubach Hill Road Raymore, MO 64083",350000,2235749,Cass,Raymore,Dutchmans Acres,Single Family,Ranch,3,2,1,1986,1723,Agent,397,Agent,2.89 - Acres,Raymore-Peculiar,Yes,"Gas Starter, Great Room, Masonry",Yes,"Garage Entrance, Inside Entrance, Walk Out",,Brick & Frame,Traditional,Composition,"Acreage, Pond(s), Treed, Wooded",,No,Yes,Heat Pump,"Attic Fan, Heat Pump",Rural,Septic,
"304 Crestview Court Raymore, MO 64083",350000,2216909,Cass,Raymore,Alexander Creek,Single Family,Reverse 1.5 Story,3,3,0,2020,1401,Builder,689,Builder,"8,584 - Square Feet",Raymore-Peculiar,Yes,,Yes,"Finished, Sump Pump, Walk Out",,"Stucco, Vinyl Siding",Traditional,Composition,"Cul-De-Sac, Sprinkler-In Ground",,,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"1905 Creek View Lane Raymore, MO 64083",351673,2202287,Cass,Raymore,Alexander Creek,Single Family,Reverse 1.5 Story,2,2,0,,1652,Builder,0,Builder,"6,729 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Full, Sump Pump",,Stucco & Frame,Traditional,Composition,City Lot,,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,Builder-1 yr
"12404 E 211th Street Peculiar, MO 64078",355000,2241875,Cass,Peculiar,Other,Single Family,"Earth Contact, Ranch",3,2,1,1986,3116,Public Records,0,Public Records,3.92 - Acres,Raymore-Peculiar,Yes,Great Room,No,Slab,,Vinyl Siding,Traditional,Composition,"Acreage, Treed",,,Yes,"Forced Air Gas, Propane Gas",Central Electric,City/Public,"Aeration, Septic",
"331 SW Albatross Court Lee's Summit, MO 64082",355000,2232940,Cass,Lee's Summit,Raintree Lake,Single Family,2 Stories,4,3,1,2000,1800,Owner,1500,Owner,- Acres,Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Finished, Walk Out, Walk Up",,"Stucco, Wood Siding",Traditional,Composition,Sprinkler-In Ground,,,Yes,Central Gas,Central Electric,City/Public,City/Public,
"1221 SW Sapperton Road Lee's Summit, MO 64083",355000,2230208,Cass,Lee's Summit,Kensington Farms,Single Family,2 Stories,5,3,0,,2833,Appraiser,0,Agent,.37 - Acres,Raymore-Peculiar,Yes,"Family Room, Gas Starter",Yes,"Full, Stubbed for Bath, Sump Pump, Walk Out",,"Stucco, Vinyl Siding",Traditional,Composition,"Corner Lot, Sprinkler-In Ground",,,Yes,Central Gas,Central Electric,City/Public - Verify,City/Public,
"5122 SW Sandpiper Drive Lee's Summit, MO 64082",355000,2228649,Cass,Lee's Summit,Raintree Lake,Single Family,2 Stories,5,2,2,1996,3036,Public Records,1158,Agent,153x85,Raymore-Peculiar,Yes,"Family Room, Gas Starter",Yes,"Concrete, Finished, Inside Entrance, Sump Pump",,Wood Siding,Traditional,Composition,"Cul-De-Sac, Level, Sprinkler-In Ground",,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,
"1204 Sagamore Drive Raymore, MO 64083",359900,2242907,Cass,Raymore,Eagle Glen,Single Family,2 Stories,5,3,1,2015,2001,Public Records,899,Public Records,"9,945 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Basement BR, Daylight, Finished, Full",,"Stone Trim, Stucco & Frame",Traditional,Composition,"City Lot, Level",,Yes,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"12106 Astor Court Peculiar, MO 64078",359900,2234615,Cass,Peculiar,Olive Branch,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2016,1492,Public Records,812,Public Records,.26 - Acres,Raymore-Peculiar,Yes,Great Room,Yes,"Basement BR, Finished, Full, Sump Pump, Walk Out",,"Stone Trim, Wood Siding",Traditional,Composition,"City Lot, Level",,Yes,Yes,Natural Gas,"Central Electric, Heat Pump",City/Public,City/Public,
"901 SW Olympia Court Lee's Summit, MO 64082",360000,2236699,Cass,Lee's Summit,Fountains at Raintree,Single Family,Ranch,3,3,0,2009,1722,Public Records,1680,Public Records,"9,047 - Square Feet",Lee's Summit,Yes,"Gas, Great Room",Yes,"Finished, Full, Walk Out",,Frame,Traditional,Composition,"City Lot, Cul-De-Sac, Sprinkler-In Ground",,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"1610 Whispering Ridge Drive Pleasant Hill, MO 64080",360000,2230182,Cass,Pleasant Hill,Sugarland at Whispering Ridge,Single Family,Reverse 1.5 Story,3,2,2,2006,1870,Public Records,1656,Public Records,.72 - Acres,Pleasant Hill,Yes,"Gas, Great Room, Heat Circulator, Zero Clearance",Yes,"Basement BR, Concrete, Daylight, Finished, Sump Pump",,"Stucco, Vinyl Siding",Traditional,Composition,"Adjoin Greenspace, City Lot, Estate Lot, Sprinkler-In Ground, Treed",,Yes,Yes,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"1301 Jeremy Circle Raymore, MO 64083",360000,2224387,Cass,Raymore,Creekmoor- Westbrook at,Single Family,2 Stories,4,2,1,2018,2373,Public Records,0,Public Records,.64 - Acres,Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Concrete, Inside Entrance, Not Finished",,Frame,Traditional,Composition,"Adjoin Golf Course, Corner Lot, Cul-De-Sac, Level",,Yes,Yes,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"1522 Grandshire Drive Raymore, MO 64083",360240,2207807,Cass,Raymore,Creekmoor - Cunningham,Single Family,2 Stories,4,2,1,2020,2120,Builder,0,Builder,"9,509 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Egress Window, Full, Stubbed for Bath, Sump Pump",,"Frame, Wood Siding",Traditional,Composition,"City Lot, Sprinkler-In Ground",,Yes,Yes,"Central Gas, Forced Air Gas",Central Electric,City/Public,City/Public,"10 Year Warranty, Builder-1 yr"
"2619 Quail Street Harrisonville, MO 64701",365000,2250591,Cass,Harrisonville,Meadow View,Single Family,1.5 Stories,4,4,1,1998,4010,Public Records,1874,Public Records,114x131,Harrisonville,Yes,,Yes,"Finished, Inside Entrance, Sump Pump, Walk Out",,Stucco & Frame,Traditional,Composition,Adjoin Greenspace,,Yes,No,"Forced Air Gas, Zoned","Central Electric, Zoned",City/Public,City/Public,
"849 Creekmoor Pond Lane Raymore, MO 64083",365000,2247604,Cass,Raymore,Creekmoor - High Point at,Single Family,Ranch,3,2,0,2018,1680,Public Records,0,Public Records,.26 - Acres,Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Egress Window, Full, Not Finished, Sump Pump",,"Frame, Wood Siding",Traditional,Composition,"Adjoin Greenspace, City Lot, Sprinkler-In Ground",,,Yes,Central Electric,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder-1 yr"
"16204 Bluegrass Court Belton, MO 64012",368000,2223872,Cass,Belton,Kentucky View,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2004,1942,RPR,1800,Agent,.63 - Acres,Belton,Yes,"Gas Starter, Living Room",Yes,"Basement BR, Finished, Full, Sump Pump",,"Frame, Stone Veneer",Traditional,Composition,"City Limits, Cul-De-Sac",,Yes,Yes,"Central Electric, Central Gas",Central Electric,City/Public,City/Public,
"4509 SW Robinson Drive Lee's Summit, MO 64083",368130,2212022,Cass,Lee's Summit,Kensington Farms,Single Family,Ranch,3,2,0,,1858,Builder,0,Builder,"9,844 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room, Heat Circulator",Yes,"Egress Window, Full, Stubbed for Bath, Sump Pump",,"Board/Batten, Stone Veneer",Traditional,Composition,,,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"1122 SW Cheshire Drive Lee's Summit, MO 64083",369000,2228480,Cass,Lee's Summit,Kensington Farms,Single Family,Ranch,3,2,0,,1858,Builder,0,Builder,"9,291 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room, Heat Circulator",Yes,"Egress Window, Full, Stubbed for Bath, Sump Pump",,"Board/Batten, Stone Veneer",Traditional,Composition,"Level, Sprinkler-In Ground, Treed",,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"1404 Spurlock Cove Raymore, MO 64083",370000,2151773,Cass,Raymore,Creekmoor - Edgewater,Single Family,"Ranch, Reverse 1.5 Story",3,2,0,2019,1785,Plans,18,Plans,"13,269 - Square Feet",Raymore-Peculiar,Yes,Family Room,Yes,"Full, Not Finished",,Frame,Traditional,Composition,"City Limits, City Lot, Cul-De-Sac, Level",,Yes,Yes,Forced Air Gas,Central Electric,City/Public,Grinder Pump,Builder-1 yr
"14 Cedars Street Freeman, MO 64746",372000,2240845,Cass,Freeman,Cedars,Single Family,"Other, Side/Side Split",6,3,1,1987,4200,Owner,0,Owner,3 - Acres,Cass-Midway,Yes,"Hearth Room, Insert",No,"Crawl Space, Slab",,Frame,Traditional,Composition,"Acreage, Pond(s), Wooded",,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"1211 Becket Court Raymore, MO 64083",372500,2239213,Cass,Raymore,Creekmoor - High Point at,Single Family,2 Stories,4,2,1,2014,2295,Public Records,0,Public Records,"12,080 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Concrete, Daylight, Stubbed for Bath, Sump Pump",,"Stone Trim, Stucco & Frame",Traditional,Composition,"City Lot, Cul-De-Sac",,Yes,Yes,"Heat Pump, Heatpump/Gas","Central Electric, Heat Pump",City/Public,City/Public,10 Year Warranty
"17505 E 296th Street Harrisonville, MO 64701",375000,2244408,Cass,Harrisonville,Other,Single Family,"1.5 Stories, Ranch",3,2,1,2005,1987,Public Records,0,Public Records,15.61 - Acres,Harrisonville,Yes,"Family Room, Gas",Yes,"Concrete, Full, Walk Out",,Frame,Traditional,Composition,Acreage,,,Yes,Propane Gas,Central Electric,City/Public,Septic,
"405 S Fox Ridge Drive Raymore, MO 64083",375000,2244299,Cass,Raymore,Eagle Glen,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2004,1667,Public Records,1667,Public Records,"10,564 - Square Feet",Raymore-Peculiar,Yes,Living Room,Yes,"Basement BR, Finished, Full, Walk Out",,"Board/Batten, Stucco",Traditional,Composition,"Adjoin Greenspace, City Limits, Level, Sprinkler-In Ground",,,Yes,Central Electric,Central Gas,City/Public,City/Public,
"1441 Brompton Lane Raymore, MO 64083",375000,2243782,Cass,Raymore,Creekmoor- Westbrook Villas at,Single Family,Reverse 1.5 Story,3,3,0,2006,1712,Public Records,1712,Public Records,"7,406 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Basement BR, Concrete, Finished, Walk Out",,"Brick Trim, Stucco",Traditional,Composition,"Adjoin Golf Fairway, Sprinkler-In Ground",,,Yes,Heatpump/Gas,Heat Pump,City/Public,City/Public,
"1702 Mystery Hill Drive Pleasant Hill, MO 64080",375000,2239355,Cass,Pleasant Hill,Sugarland Estates,Single Family,Reverse 1.5 Story,4,4,0,2002,2190,Public Records,1910,Owner,.34 - Acres,Pleasant Hill,Yes,"Dining Room, Gas, Great Room, Kitchen, See Through",Yes,"Basement BR, Finished, Full, Walk Out",,Synthetic Stucco,Traditional,Composition,"Adjoin Greenspace, City Limits, Sprinkler-In Ground, Treed",,Yes,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,Buyer's Purchase
"1605 Grandshire Drive Raymore, MO 64083",375000,2216803,Cass,Raymore,Creekmoor - Cunningham,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1653,Builder,799,Builder,"9,432 - Square Feet",Raymore-Peculiar,Yes,Great Room,Yes,"Basement BR, Finished, Full, Sump Pump",,"Lap, Stone Trim",Traditional,Composition,"City Limits, City Lot, Sprinkler-In Ground, Treed, Wooded",,Yes,Yes,Central Gas,Central Electric,City/Public,City/Public,"10 Year Warranty, Builder Warranty"
"1618 March Lane Raymore, MO 64083",375000,2188666,Cass,Raymore,Creekmoor - Cunningham,Single Family,1.5 Stories,4,2,1,2019,2194,Builder,0,Builder,"16,500 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Concrete, Full, Not Finished, Sump Pump",,Lap,Traditional,Composition,"Adjoin Greenspace, City Limits, Sprinkler-In Ground, Treed, Wooded",,Yes,Yes,"Central Gas, Forced Air Electric",Central Electric,City/Public,City/Public,"10 Year Warranty, Builder-1 yr"
"1213 Zachary Circle Pleasant Hill, MO 64080",375000,2233727,Cass,Pleasant Hill,Hickory Hills,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2015,1797,Public Records,1277,Public Records,.52 - Acres,Pleasant Hill,Yes,"Gas, Great Room, Masonry",Yes,"Basement BR, Finished, Full, Sump Pump, Walk Out",,"Stone Trim, Stucco & Frame",Traditional,Composition,Cul-De-Sac,,,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"11413 Shadow Glen Court Peculiar, MO 64078",375500,2236767,Cass,Peculiar,Shadow Glen,Single Family,1.5 Stories,4,3,1,2004,2595,Public Records,0,Public Records,1.34 - Acres,Raymore-Peculiar,Yes,"Great Room, Wood Burning",Yes,"Concrete, Daylight",,"Frame, Stucco",Traditional,Composition,"Acreage, Cul-De-Sac",,,Yes,Heat Pump,Heat Pump,City/Public,City/Public,
"1100 Johnston Drive Raymore, MO 64083",376000,2247194,Cass,Raymore,Silver Lake Estates,Single Family,Ranch,3,3,0,1976,2166,RPR,731,Other,.37 - Acres,Raymore-Peculiar,Yes,"Basement, Family Room, Living Room",Yes,"Finished, Full, Inside Entrance, Sump Pump",,"Stucco, Vinyl Siding","Other, Spanish",Composition,Lake Front,,Yes,Yes,"Central Electric, Zoned","Central Electric, Zoned",City/Public,City/Public,
"1614 March Lane Raymore, MO 64083",379900,2236467,Cass,Raymore,Creekmoor,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2019,1504,Public Records,927,Public Records,"10,268 - Square Feet",Raymore-Peculiar,Yes,"Gas, Great Room",Yes,"Daylight, Finished, Sump Pump",,"Lap, Stucco",Traditional,Composition,Sprinkler-In Ground,,,Yes,Central Gas,Central Electric,City/Public,City/Public,
"16114 Kentucky View Drive Belton, MO 64012",379900,2225537,Cass,Belton,Kentucky View,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2017,1756,Builder,1344,Public Records,.48 - Acres,Belton,Yes,"Gas, Living Room",Yes,"Basement BR, Egress Window, Finished, Full, Sump Pump",,"Lap, Wood Siding",Traditional,Composition,"City Limits, Estate Lot",,Yes,Yes,"Central Gas, Heat Pump",Heat Pump,City/Public,City/Public,
"1804 Archer Drive Raymore, MO 64083",380000,2239285,Cass,Raymore,Whitetail Run,Single Family,2 Stories,4,3,1,2012,2407,Plans,432,Owner,"9,335 - Square Feet",Raymore-Peculiar,Yes,Hearth Room,Yes,Daylight,,"Stucco, Wood Siding",,Composition,,,Yes,Yes,Forced Air Gas,Central Electric,City/Public,City/Public,
"1222 Wiltshire Boulevard Raymore, MO 64083",380000,2236302,Cass,Raymore,Creekmoor,Single Family,2 Stories,5,3,1,2007,2274,Public Records,600,Public Records,"10,571 - Square Feet",Raymore-Peculiar,Yes,,Yes,"Egress Window, Partial",,"Frame, Wood Siding",Traditional,Composition,"City Limits, Sprinkler-In Ground",,Yes,Yes,Heatpump/Gas,Central Electric,City/Public - Verify,City/Public,
"16201 Kentucky View Drive Belton, MO 64012",380000,2230660,Cass,Belton,Kentucky View,Single Family,"Ranch, Reverse 1.5 Story",4,3,0,2005,2300,Public Records,1672,Owner,.5 - Acres,Belton,No,,Yes,"Finished, Full, Sump Pump, Walk Out",,Metal Siding,Traditional,Composition,"Level, Treed",,,Yes,Heat Pump,Heat Pump,City/Public,City/Public,
